service_id,date,exception_type
624ddab200707612a612,20250526,1
6350da9273,20250526,1
684bdae302747664,20250526,1
6c4bdab144746c0fbb55c60d40,20250527,1
625cdae302743f,20250527,1
624ddab200707612a612,20250527,1
6350da9273,20250527,1
684bdae302747664,20250527,1
6c4bdab144746c0fbb55c60d40,20250528,1
625cdae302743f,20250528,1
624ddab200707612a612,20250528,1
6350da9273,20250528,1
684bdae302747664,20250528,1
6c4bdab144746c0fbb55c60d40,20250529,1
625cdae302743f,20250529,1
624ddab200707612a612,20250529,1
6350da9273,20250529,1
684bdae302747664,20250529,1
6c4bdab144746c0fba55c60d40,20250530,1
625cdae202743f,20250530,1
624ddab200707613a612,20250530,1
6350da9273,20250530,1
684bdae202747664,20250530,1
6c4bdab144746c0fbf55c60d40,20250531,1
625cdae702743e,20250531,1
624ddab200707616a612,20250531,1
6350da9278,20250531,1
684bdae702747664bd,20250531,1
6c4bdab144746c0fbe55c60d40,20250601,1
625cdae602743f,20250601,1
624ddab200707617a612,20250601,1
6350da9278,20250601,1
684bdae602747664bd,20250601,1
6c4bdab144746c0fbb55c60d40,20250602,1
625cdae302743f,20250602,1
624ddab200707612a612,20250602,1
6350da9273,20250602,1
684bdae302747664,20250602,1
6c4bdab144746c0fbb55c60d40,20250603,1
625cdae302743f,20250603,1
624ddab200707612a612,20250603,1
6350da9273,20250603,1
684bdae302747664,20250603,1
6c4bdab144746c0fbb55c60d40,20250604,1
625cdae302743f,20250604,1
624ddab200707612a612,20250604,1
6350da9273,20250604,1
684bdae302747664,20250604,1
6c4bdab144746c0fbb55c60d40,20250605,1
625cdae302743f,20250605,1
624ddab200707612a612,20250605,1
6350da9273,20250605,1
684bdae302747664,20250605,1
6c4bdab144746c0fba55c60d40,20250606,1
625cdae202743f,20250606,1
624ddab200707613a612,20250606,1
6350da9273,20250606,1
684bdae202747664,20250606,1
6c4bdab144746c0fbf55c60d40,20250607,1
625cdae702743e,20250607,1
624ddab200707616a612,20250607,1
6350da9278,20250607,1
684bdae702747664bd,20250607,1
6c4bdab144746c0fbf55c60d40,20250608,1
625cdae702743e,20250608,1
624ddab200707617a612,20250608,1
6350da9278,20250608,1
684bdae702747664bd,20250608,1
6c4bdab144746c0fb955c60d40,20250609,1
625cdae302743f,20250609,1
624ddab200707612a612,20250609,1
6350da9273,20250609,1
684bdae102747664,20250609,1
6c4bdab144746c0fbb55c60d40,20250610,1
625cdae302743f,20250610,1
624ddab200707612a612,20250610,1
6350da9273,20250610,1
684bdae302747664,20250610,1
6c4bdab144746c0fbb55c60d40,20250611,1
625cdae302743f,20250611,1
624ddab200707612a612,20250611,1
6350da9273,20250611,1
684bdae302747664,20250611,1
6c4bdab144746c0fbb55c60d40,20250612,1
625cdae302743f,20250612,1
624ddab200707612a612,20250612,1
6350da9273,20250612,1
684bdae302747664,20250612,1
6c4bdab144746c0fba55c60d40,20250613,1
625cdae202743f,20250613,1
624ddab200707613a612,20250613,1
6350da9273,20250613,1
684bdae202747664,20250613,1
6c4bdab144746c0fbf55c60d40,20250614,1
625cdae702743e,20250614,1
624ddab200707616a612,20250614,1
6350da9278,20250614,1
684bdae702747664bd,20250614,1
6c4bdab144746c0fbe55c60d40,20250615,1
625cdae602743f,20250615,1
624ddab200707617a612,20250615,1
6350da9278,20250615,1
684bdae602747664bd,20250615,1
6c4bdab144746c0fbb55c60d40,20250616,1
625cdae302743f,20250616,1
624ddab200707612a612,20250616,1
6350da9273,20250616,1
684bdae302747664,20250616,1
6c4bdab144746c0fbb55c60d40,20250617,1
625cdae302743f,20250617,1
624ddab200707612a612,20250617,1
6350da9273,20250617,1
684bdae302747664,20250617,1
6c4bdab144746c0fbb55c60d40,20250618,1
625cdae302743f,20250618,1
624ddab200707612a612,20250618,1
6350da9273,20250618,1
684bdae302747664,20250618,1
6c4bdab144746c0fbb55c60d40,20250619,1
625cdae302743f,20250619,1
624ddab200707612a612,20250619,1
6350da9273,20250619,1
684bdae302747664,20250619,1
6c4bdab144746c0fba55c60d40,20250620,1
625cdae202743f,20250620,1
624ddab200707613a612,20250620,1
6350da9273,20250620,1
684bdae202747664,20250620,1
6c4bdab144746c0fbf55c60d40,20250621,1
625cdae702743e,20250621,1
624ddab200707616a612,20250621,1
6350da9278,20250621,1
684bdae702747664bd,20250621,1
6c4bdab144746c0fbe55c60d40,20250622,1
625cdae602743f,20250622,1
624ddab200707617a612,20250622,1
6350da9278,20250622,1
684bdae602747664bd,20250622,1
6c4bdab144746c0fba55c60d40,20250623,1
625cdae202743f,20250623,1
624ddab200707612a612,20250623,1
6350da9273,20250623,1
684bdae202747664,20250623,1
6c4bdab144746c0fbe55c60d40,20250624,1
625cdae602743f,20250624,1
624ddab200707617a612,20250624,1
6350da9273,20250624,1
684bdae602747664bd,20250624,1
6c4bdab144746c0fbb55c60d40,20250625,1
625cdae302743f,20250625,1
624ddab200707612a612,20250625,1
6350da9273,20250625,1
684bdae302747664,20250625,1
6c4bdab144746c0fbb55c60d40,20250626,1
625cdae302743f,20250626,1
624ddab200707612a612,20250626,1
6350da9273,20250626,1
684bdae302747664,20250626,1
6c4bdab144746c0fba55c60d40,20250627,1
625cdae202743f,20250627,1
624ddab200707613a612,20250627,1
6350da9273,20250627,1
684bdae202747664,20250627,1
6c4bdab144746c0fbf55c60d40,20250628,1
625cdae702743e,20250628,1
624ddab200707616a612,20250628,1
6350da9278,20250628,1
684bdae702747664bd,20250628,1
6c4bdab144746c0fbe55c60d40,20250629,1
625cdae602743f,20250629,1
624ddab200707617a612,20250629,1
6350da9278,20250629,1
684bdae602747664bd,20250629,1
6c4bdab144746c0fbb55c60d40,20250630,1
625cdae302743f,20250630,1
624ddab200707612a612,20250630,1
6350da9273,20250630,1
684bdae302747664,20250630,1
6c4bdab144746c0fbb55c60d40,20250701,1
625cdae302743f,20250701,1
624ddab200707612a612,20250701,1
6350da9273,20250701,1
684bdae302747664,20250701,1
6c4bdab144746c0fbb55c60d40,20250702,1
625cdae302743f,20250702,1
624ddab200707612a612,20250702,1
6350da9273,20250702,1
684bdae302747664,20250702,1
6c4bdab144746c0fbb55c60d40,20250703,1
625cdae302743f,20250703,1
624ddab200707612a612,20250703,1
6350da9273,20250703,1
684bdae302747664,20250703,1
6c4bdab144746c0fba55c60d40,20250704,1
625cdae202743f,20250704,1
624ddab200707613a612,20250704,1
6350da9273,20250704,1
684bdae202747664,20250704,1
6c4bdab144746c0fbf55c60d40,20250705,1
625cdae702743e,20250705,1
624ddab200707616a612,20250705,1
6350da9278,20250705,1
684bdae702747664bd,20250705,1
6c4bdab144746c0fbe55c60d40,20250706,1
625cdae602743f,20250706,1
624ddab200707617a612,20250706,1
6350da9278,20250706,1
684bdae602747664bd,20250706,1
6c4bdab144746c0fbb55c60d40,20250707,1
625cdae302743f,20250707,1
624ddab200707612a612,20250707,1
6350da9273,20250707,1
684bdae302747664,20250707,1
6c4bdab144746c0fbb55c60d40,20250708,1
625cdae302743f,20250708,1
624ddab200707612a612,20250708,1
6350da9273,20250708,1
684bdae302747664,20250708,1
6c4bdab144746c0fbb55c60d40,20250709,1
625cdae302743f,20250709,1
624ddab200707612a612,20250709,1
6350da9273,20250709,1
684bdae302747664,20250709,1
